,Unnamed: 0,files,PetScore
1812,1812,train_images/05febeea3-1.jpg,4.0
1813,1813,train_images/05febeea3-2.jpg,4.0
1814,1814,train_images/05febeea3-3.jpg,4.0
3990,3990,train_images/060e4ed30-2.jpg,8.0
3991,3991,train_images/060e4ed30-1.jpg,8.0
1912,1912,train_images/061f6b476-1.jpg,7.0
1913,1913,train_images/061f6b476-3.jpg,7.0
1914,1914,train_images/061f6b476-2.jpg,7.0
3957,3957,train_images/062b387cf-1.jpg,5.0
3958,3958,train_images/062b387cf-2.jpg,5.0
4933,4933,train_images/063495ecd-1.jpg,7.0
1627,1627,train_images/0659c05d5-1.jpg,2.0
1628,1628,train_images/0659c05d5-3.jpg,2.0
1629,1629,train_images/0659c05d5-2.jpg,2.0
6455,6455,train_images/066498aa1-1.jpg,7.0
6456,6456,train_images/066498aa1-3.jpg,7.0
6457,6457,train_images/066498aa1-2.jpg,7.0
4068,4068,train_images/06666dc09-1.jpg,6.0
4069,4069,train_images/06666dc09-2.jpg,6.0
4070,4070,train_images/06666dc09-3.jpg,6.0
9370,9370,train_images/067cacbb5-2.jpg,8.0
9371,9371,train_images/067cacbb5-3.jpg,8.0
9372,9372,train_images/067cacbb5-1.jpg,8.0
9373,9373,train_images/067cacbb5-4.jpg,8.0
9374,9374,train_images/067cacbb5-5.jpg,8.0
2914,2914,train_images/067d0ccd3-3.jpg,8.0
2915,2915,train_images/067d0ccd3-2.jpg,8.0
2916,2916,train_images/067d0ccd3-1.jpg,8.0
4706,4706,train_images/0690278af-1.jpg,7.0
1965,1965,train_images/06904db12-1.jpg,4.0
7821,7821,train_images/06b533b04-1.jpg,4.0
7822,7822,train_images/06b533b04-2.jpg,4.0
6605,6605,train_images/06bf9e676-1.jpg,6.0
3919,3919,train_images/06cd6c623-3.jpg,10.0
3920,3920,train_images/06cd6c623-2.jpg,10.0
3921,3921,train_images/06cd6c623-1.jpg,10.0
1583,1583,train_images/06daf9c05-1.jpg,4.0
1584,1584,train_images/06daf9c05-3.jpg,4.0
1585,1585,train_images/06daf9c05-2.jpg,4.0
1586,1586,train_images/06daf9c05-6.jpg,4.0
1587,1587,train_images/06daf9c05-7.jpg,4.0
7727,7727,train_images/07128a0d8-5.jpg,9.0
7728,7728,train_images/07128a0d8-4.jpg,9.0
7729,7729,train_images/07128a0d8-1.jpg,9.0
7730,7730,train_images/07128a0d8-3.jpg,9.0
7731,7731,train_images/07128a0d8-2.jpg,9.0
6587,6587,train_images/073484a7d-9.jpg,7.0
6588,6588,train_images/073484a7d-8.jpg,7.0
6589,6589,train_images/073484a7d-1.jpg,7.0
6590,6590,train_images/073484a7d-3.jpg,7.0
6591,6591,train_images/073484a7d-2.jpg,7.0
2502,2502,train_images/076a67405-1.jpg,7.0
3981,3981,train_images/076e5c59d-1.jpg,5.0
1463,1463,train_images/07877aea7-1.jpg,3.0
1464,1464,train_images/07877aea7-2.jpg,3.0
7052,7052,train_images/07b2a1416-2.jpg,8.0
7053,7053,train_images/07b2a1416-1.jpg,8.0
5823,5823,train_images/07b9322e2-1.jpg,2.0
5824,5824,train_images/07b9322e2-3.jpg,2.0
5825,5825,train_images/07b9322e2-2.jpg,2.0
5826,5826,train_images/07b9322e2-6.jpg,2.0
5827,5827,train_images/07b9322e2-7.jpg,2.0
2433,2433,train_images/07c284733-1.jpg,6.0
2813,2813,train_images/07cc0ce27-7.jpg,9.0
2814,2814,train_images/07cc0ce27-6.jpg,9.0
2815,2815,train_images/07cc0ce27-4.jpg,9.0
2816,2816,train_images/07cc0ce27-5.jpg,9.0
2817,2817,train_images/07cc0ce27-1.jpg,9.0
1930,1930,train_images/07d2a9eff-1.jpg,6.0
1160,1160,train_images/08006836a-1.jpg,4.0
1161,1161,train_images/08006836a-3.jpg,4.0
1162,1162,train_images/08006836a-2.jpg,4.0
1163,1163,train_images/08006836a-5.jpg,4.0
1164,1164,train_images/08006836a-4.jpg,4.0
9299,9299,train_images/0822db812-2.jpg,5.0
9300,9300,train_images/0822db812-1.jpg,5.0
367,367,train_images/08267e916-3.jpg,2.0
368,368,train_images/08267e916-2.jpg,2.0
369,369,train_images/08267e916-1.jpg,2.0
9375,9375,train_images/082838f84-1.jpg,6.0
877,877,train_images/083787e4a-1.jpg,6.0
878,878,train_images/083787e4a-2.jpg,6.0
879,879,train_images/083787e4a-3.jpg,6.0
880,880,train_images/083787e4a-4.jpg,6.0
8282,8282,train_images/08428917f-3.jpg,6.0
8283,8283,train_images/08428917f-2.jpg,6.0
8284,8284,train_images/08428917f-1.jpg,6.0
8285,8285,train_images/08428917f-5.jpg,6.0
8286,8286,train_images/08428917f-4.jpg,6.0
3313,3313,train_images/0850d4334-2.jpg,6.0
3314,3314,train_images/0850d4334-1.jpg,6.0
4829,4829,train_images/08767d88e-4.jpg,6.0
4830,4830,train_images/08767d88e-5.jpg,6.0
4831,4831,train_images/08767d88e-2.jpg,6.0
4832,4832,train_images/08767d88e-3.jpg,6.0
4833,4833,train_images/08767d88e-1.jpg,6.0
4900,4900,train_images/087804d85-5.jpg,8.0
4901,4901,train_images/087804d85-4.jpg,8.0
4902,4902,train_images/087804d85-1.jpg,8.0
4903,4903,train_images/087804d85-3.jpg,8.0
4904,4904,train_images/087804d85-2.jpg,8.0
2413,2413,train_images/087fbda7e-1.jpg,3.0
2414,2414,train_images/087fbda7e-2.jpg,3.0
2415,2415,train_images/087fbda7e-3.jpg,3.0
2416,2416,train_images/087fbda7e-4.jpg,3.0
7599,7599,train_images/08d17d82a-4.jpg,10.0
7600,7600,train_images/08d17d82a-5.jpg,10.0
7601,7601,train_images/08d17d82a-2.jpg,10.0
7602,7602,train_images/08d17d82a-3.jpg,10.0
7603,7603,train_images/08d17d82a-1.jpg,10.0
3636,3636,train_images/08f038689-1.jpg,5.0
3224,3224,train_images/0910c13a3-11.jpg,5.0
3225,3225,train_images/0910c13a3-10.jpg,5.0
3226,3226,train_images/0910c13a3-12.jpg,5.0
3227,3227,train_images/0910c13a3-1.jpg,5.0
3228,3228,train_images/0910c13a3-2.jpg,5.0
8272,8272,train_images/0935ab38b-1.jpg,8.0
5758,5758,train_images/0955b54fd-4.jpg,2.0
5759,5759,train_images/0955b54fd-5.jpg,2.0
5760,5760,train_images/0955b54fd-2.jpg,2.0
5761,5761,train_images/0955b54fd-3.jpg,2.0
5762,5762,train_images/0955b54fd-1.jpg,2.0
2973,2973,train_images/095de41ba-2.jpg,6.0
2974,2974,train_images/095de41ba-1.jpg,6.0
5872,5872,train_images/096c37d99-8.jpg,8.0
5873,5873,train_images/096c37d99-9.jpg,8.0
5874,5874,train_images/096c37d99-2.jpg,8.0
5875,5875,train_images/096c37d99-3.jpg,8.0
5876,5876,train_images/096c37d99-1.jpg,8.0
7386,7386,train_images/09898b12e-5.jpg,3.0
7387,7387,train_images/09898b12e-4.jpg,3.0
7388,7388,train_images/09898b12e-1.jpg,3.0
7389,7389,train_images/09898b12e-3.jpg,3.0
7390,7390,train_images/09898b12e-2.jpg,3.0
7848,7848,train_images/09b3b9dfd-1.jpg,7.0
7849,7849,train_images/09b3b9dfd-2.jpg,7.0
7850,7850,train_images/09b3b9dfd-3.jpg,7.0
5247,5247,train_images/09bc86c05-2.jpg,6.0
5248,5248,train_images/09bc86c05-3.jpg,6.0
5249,5249,train_images/09bc86c05-1.jpg,6.0
5250,5250,train_images/09bc86c05-4.jpg,6.0
5251,5251,train_images/09bc86c05-5.jpg,6.0
9886,9886,train_images/09c629b05-5.jpg,1.0
9887,9887,train_images/09c629b05-4.jpg,1.0
9888,9888,train_images/09c629b05-1.jpg,1.0
9889,9889,train_images/09c629b05-3.jpg,1.0
9890,9890,train_images/09c629b05-2.jpg,1.0
1257,1257,train_images/09ca98f7b-9.jpg,7.0
1258,1258,train_images/09ca98f7b-8.jpg,7.0
1259,1259,train_images/09ca98f7b-3.jpg,7.0
1260,1260,train_images/09ca98f7b-14.jpg,7.0
1261,1261,train_images/09ca98f7b-2.jpg,7.0
9358,9358,train_images/09cc3f346-4.jpg,6.0
9359,9359,train_images/09cc3f346-1.jpg,6.0
9360,9360,train_images/09cc3f346-2.jpg,6.0
9361,9361,train_images/09cc3f346-3.jpg,6.0
5744,5744,train_images/09db544ea-3.jpg,8.0
5745,5745,train_images/09db544ea-2.jpg,8.0
5746,5746,train_images/09db544ea-1.jpg,8.0
5747,5747,train_images/09db544ea-4.jpg,8.0
8736,8736,train_images/09e39377f-2.jpg,7.0
8737,8737,train_images/09e39377f-1.jpg,7.0
8489,8489,train_images/09e64ce2b-1.jpg,7.0
8490,8490,train_images/09e64ce2b-2.jpg,7.0
2476,2476,train_images/09eca4557-2.jpg,1.0
2477,2477,train_images/09eca4557-3.jpg,1.0
2478,2478,train_images/09eca4557-1.jpg,1.0
7250,7250,train_images/09ef02857-4.jpg,4.0
7251,7251,train_images/09ef02857-5.jpg,4.0
7252,7252,train_images/09ef02857-1.jpg,4.0
7253,7253,train_images/09ef02857-2.jpg,4.0
7254,7254,train_images/09ef02857-3.jpg,4.0
344,344,train_images/09f6e29b8-1.jpg,6.0
7840,7840,train_images/0a0862717-1.jpg,4.0
7841,7841,train_images/0a0862717-2.jpg,4.0
3093,3093,train_images/0a140a67e-1.jpg,8.0
3094,3094,train_images/0a140a67e-2.jpg,8.0
3095,3095,train_images/0a140a67e-3.jpg,8.0
4312,4312,train_images/0a1b56e66-4.jpg,8.0
4313,4313,train_images/0a1b56e66-1.jpg,8.0
4314,4314,train_images/0a1b56e66-2.jpg,8.0
4315,4315,train_images/0a1b56e66-3.jpg,8.0
9481,9481,train_images/0a3fc490f-1.jpg,5.0
7646,7646,train_images/0a4fc94e5-1.jpg,6.0
5448,5448,train_images/0a5be413e-1.jpg,7.0
612,612,train_images/0a6362374-1.jpg,5.0
5694,5694,train_images/0a7798d2b-8.jpg,6.0
5695,5695,train_images/0a7798d2b-9.jpg,6.0
5696,5696,train_images/0a7798d2b-10.jpg,6.0
5697,5697,train_images/0a7798d2b-7.jpg,6.0
5698,5698,train_images/0a7798d2b-6.jpg,6.0
37,37,train_images/0aa2ce4a9-1.jpg,9.0
38,38,train_images/0aa2ce4a9-2.jpg,9.0
39,39,train_images/0aa2ce4a9-3.jpg,9.0
40,40,train_images/0aa2ce4a9-6.jpg,9.0
41,41,train_images/0aa2ce4a9-4.jpg,9.0
5264,5264,train_images/0aa767c04-1.jpg,7.0
2781,2781,train_images/0abff77fe-1.jpg,5.0
2782,2782,train_images/0abff77fe-2.jpg,5.0
2783,2783,train_images/0abff77fe-3.jpg,5.0
2784,2784,train_images/0abff77fe-6.jpg,5.0
2785,2785,train_images/0abff77fe-4.jpg,5.0
6999,6999,train_images/0ace65bc4-1.jpg,4.0
1830,1830,train_images/0adebbf21-11.jpg,6.0
1831,1831,train_images/0adebbf21-10.jpg,6.0
1832,1832,train_images/0adebbf21-12.jpg,6.0
1833,1833,train_images/0adebbf21-9.jpg,6.0
1834,1834,train_images/0adebbf21-8.jpg,6.0
5817,5817,train_images/0ae84d311-4.jpg,5.0
5818,5818,train_images/0ae84d311-1.jpg,5.0
5819,5819,train_images/0ae84d311-2.jpg,5.0
5820,5820,train_images/0ae84d311-3.jpg,5.0
6333,6333,train_images/0aebdcbc4-1.jpg,8.0
6334,6334,train_images/0aebdcbc4-2.jpg,8.0
6335,6335,train_images/0aebdcbc4-3.jpg,8.0
6336,6336,train_images/0aebdcbc4-6.jpg,8.0
6337,6337,train_images/0aebdcbc4-4.jpg,8.0
1214,1214,train_images/0af685a60-2.jpg,2.0
1215,1215,train_images/0af685a60-3.jpg,2.0
1216,1216,train_images/0af685a60-1.jpg,2.0
1217,1217,train_images/0af685a60-4.jpg,2.0
1218,1218,train_images/0af685a60-5.jpg,2.0
1630,1630,train_images/0b04b1c7a-2.jpg,5.0
1631,1631,train_images/0b04b1c7a-3.jpg,5.0
1632,1632,train_images/0b04b1c7a-1.jpg,5.0
1633,1633,train_images/0b04b1c7a-4.jpg,5.0
3150,3150,train_images/0b0f596b5-2.jpg,6.0
3151,3151,train_images/0b0f596b5-3.jpg,6.0
3152,3152,train_images/0b0f596b5-1.jpg,6.0
3153,3153,train_images/0b0f596b5-4.jpg,6.0
5628,5628,train_images/0b110b315-4.jpg,4.0
5629,5629,train_images/0b110b315-3.jpg,4.0
5630,5630,train_images/0b110b315-2.jpg,4.0
5631,5631,train_images/0b110b315-1.jpg,4.0
9249,9249,train_images/0b2e2526c-2.jpg,4.0
9250,9250,train_images/0b2e2526c-1.jpg,4.0
3064,3064,train_images/0b4bb9906-2.jpg,6.0
3065,3065,train_images/0b4bb9906-3.jpg,6.0
3066,3066,train_images/0b4bb9906-1.jpg,6.0
3067,3067,train_images/0b4bb9906-4.jpg,6.0
3068,3068,train_images/0b4bb9906-5.jpg,6.0
8384,8384,train_images/0b57ed86a-1.jpg,6.0
8385,8385,train_images/0b57ed86a-3.jpg,6.0
8386,8386,train_images/0b57ed86a-2.jpg,6.0
8387,8387,train_images/0b57ed86a-4.jpg,6.0
5995,5995,train_images/0b59a57ff-8.jpg,7.0
5996,5996,train_images/0b59a57ff-6.jpg,7.0
5997,5997,train_images/0b59a57ff-7.jpg,7.0
5998,5998,train_images/0b59a57ff-5.jpg,7.0
5999,5999,train_images/0b59a57ff-4.jpg,7.0
7209,7209,train_images/0b6064845-2.jpg,5.0
7210,7210,train_images/0b6064845-1.jpg,5.0
6313,6313,train_images/0b807a7dd-1.jpg,7.0
254,254,train_images/0bd394ec8-2.jpg,8.0
255,255,train_images/0bd394ec8-1.jpg,8.0
1462,1462,train_images/0bd83ba72-1.jpg,5.0
7856,7856,train_images/0bf2506a5-3.jpg,8.0
7857,7857,train_images/0bf2506a5-2.jpg,8.0
7858,7858,train_images/0bf2506a5-1.jpg,8.0
7859,7859,train_images/0bf2506a5-5.jpg,8.0
7860,7860,train_images/0bf2506a5-4.jpg,8.0
5655,5655,train_images/0c0bae9fb-9.jpg,4.0
5656,5656,train_images/0c0bae9fb-8.jpg,4.0
5657,5657,train_images/0c0bae9fb-6.jpg,4.0
5658,5658,train_images/0c0bae9fb-7.jpg,4.0
5659,5659,train_images/0c0bae9fb-5.jpg,4.0
2347,2347,train_images/0c5d5968b-8.jpg,10.0
2348,2348,train_images/0c5d5968b-4.jpg,10.0
2349,2349,train_images/0c5d5968b-5.jpg,10.0
2350,2350,train_images/0c5d5968b-7.jpg,10.0
2351,2351,train_images/0c5d5968b-6.jpg,10.0
1859,1859,train_images/0c64a0f1b-2.jpg,6.0
1860,1860,train_images/0c64a0f1b-1.jpg,6.0
9485,9485,train_images/0c752844d-1.jpg,8.0
9486,9486,train_images/0c752844d-2.jpg,8.0
9487,9487,train_images/0c752844d-3.jpg,8.0
9488,9488,train_images/0c752844d-4.jpg,8.0
9489,9489,train_images/0c752844d-5.jpg,8.0
3988,3988,train_images/0c862b8a3-1.jpg,6.0
3989,3989,train_images/0c862b8a3-2.jpg,6.0
8430,8430,train_images/0ca524fbf-3.jpg,6.0
8431,8431,train_images/0ca524fbf-2.jpg,6.0
8432,8432,train_images/0ca524fbf-1.jpg,6.0
8433,8433,train_images/0ca524fbf-4.jpg,6.0
2969,2969,train_images/0cbe33a44-2.jpg,6.0
2970,2970,train_images/0cbe33a44-1.jpg,6.0
2080,2080,train_images/0ce80622f-1.jpg,7.0
8437,8437,train_images/0ce866a04-2.jpg,8.0
8438,8438,train_images/0ce866a04-1.jpg,8.0
8606,8606,train_images/0cf709a59-1.jpg,4.0
8607,8607,train_images/0cf709a59-3.jpg,4.0
8608,8608,train_images/0cf709a59-2.jpg,4.0
1945,1945,train_images/0d34bfde7-6.jpg,7.0
1946,1946,train_images/0d34bfde7-5.jpg,7.0
1947,1947,train_images/0d34bfde7-4.jpg,7.0
1948,1948,train_images/0d34bfde7-1.jpg,7.0
1949,1949,train_images/0d34bfde7-3.jpg,7.0
7770,7770,train_images/0d4b69793-2.jpg,2.0
7771,7771,train_images/0d4b69793-3.jpg,2.0
7772,7772,train_images/0d4b69793-1.jpg,2.0
7773,7773,train_images/0d4b69793-4.jpg,2.0
560,560,train_images/0d4e58071-2.jpg,6.0
561,561,train_images/0d4e58071-3.jpg,6.0
562,562,train_images/0d4e58071-1.jpg,6.0
563,563,train_images/0d4e58071-4.jpg,6.0
564,564,train_images/0d4e58071-5.jpg,6.0
2803,2803,train_images/0d508e63a-1.jpg,6.0
2804,2804,train_images/0d508e63a-2.jpg,6.0
8809,8809,train_images/0d55c2e2b-1.jpg,6.0
8810,8810,train_images/0d55c2e2b-3.jpg,6.0
8811,8811,train_images/0d55c2e2b-2.jpg,6.0
8812,8812,train_images/0d55c2e2b-4.jpg,6.0
7614,7614,train_images/0d6b42991-9.jpg,4.0
7615,7615,train_images/0d6b42991-8.jpg,4.0
7616,7616,train_images/0d6b42991-3.jpg,4.0
