,Type,Name,Age,Gender,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,RescuerID,VideoAmt,Description,PetID,PhotoAmt,AdoptionSpeed,PetScore,Emotion,Breed,Colors
534,1,Rufio,18,1,2,2,1,1,1,1,1,200,41326,2864803699884df90ac135583b02ec70,0,We have over fifty gorgeous rescued dogs available for adoption at our rehabilitation centre in Bandar Makhota Cheras. We are looking for loving homes that can offer: *a clean environment with no cages or chains *regular exercise and affection *adequate nutrition and healthcare All adoptions require a house-check before being finalised. www.klpoochrescue.org,07877aea7,2,2,3,sad,Mixed Breed,Cream
535,2,4 Kittens,3,3,1,1,2,2,2,1,4,0,41326,81b5aaf69a9f0308e12a810a3b1b14f1,0,"Hello everyone! We have 4 kittens to let go. But we would like to let it go in a pair, means you have to take 2 kittens. I'm looking for a serious owner that can look after the kittens, would take out money for their medication and give them love :) I'm very particular with the family background. Please only take it when you are willing to have a pet. Kitten 1: (White + Orange) - This kitten is the biggest among all. - Male - Domestic Short Hair - Quiet and play at his own - Sometimes can be naughty and hyper - There is a minor injury on his face, its curable. Kitten 2: (Orange) - Very active and hyper - Male - Domestic Short Hair - Innocent and cute face Kitten 3: (White + black) - Very active and hyper - Female - Domestic Short Hair - Has a beautiful face Kitten 4: (Black) - Very active and hyper - Female - Domestic Short Hair - Love to play with human * They are potty trained. * They can eat wet foods.",f892c5908,5,2,4.5,timid,Domestic Short Hair,"Black, Yellow"
536,2,Simba,15,1,2,1,1,1,2,1,1,0,41401,a4bd8162f0296d50e4ade38284641f4c,0,Simba loves to be patted and likes to roam freely in the house. Would suit new owner who let cats into the house.,2a6884283,3,4,6,timid,Tabby,"Yellow, White"
537,2,Grey,3,2,2,2,1,2,2,1,1,0,41326,bfca18736809a8c67483ea140aaf05b9,0,"I adopted a pregnant female cat (domestic long hair) late last year. She gave birth to 5 cute little kittens - 4 females & 1 male. I am letting go 3 kittens & Grey is one of them. Due to my work commitment I'm only able to keep the Mom & a pair of kitten. Hence, looking for new home with much love for them. In summary, Grey is litter box trained & not fussy about eating. She is smart, very playful & active. Interested - call/sms/whatsapp.",c37b2e740,3,2,9,content,Domestic Medium Hair,"Cream, Gray"
538,2,Lulu,3,2,2,1,2,1,2,1,1,0,41326,9bf5515d5952b14a6b1501c575280d84,0,"Lulu was a found and rescued kitten on suspected hit n run victim in the middle of a highway.... and upon bringing her to vet her injury has all been cured and recovery well. She is now pretty, playful, cheerful and 'manja'..please give her a sweet forever home.. please sms or watsapp to mr kevin Thank you for your kindness.(=^.^=)",d0d9596e3,5,4,7,content,Mixed Breed,"Black, Yellow"
539,1,Lil Kim,4,2,2,1,1,1,2,1,1,0,41401,27b694042cb3e63fcf6c6e165d168649,0,Very Loving. Almost potty trained. Only one more vac. to go. still at a very small size but looks to be a little bit bigger due to her paws are big. Would like to find her a good home. She has so much and protection to give would not want her to go to waste.... great perosanlty . She is only 4 months so we have not gotten her spayed yet.,7cd5e5195,3,3,8,playful,Mixed Breed,Black
540,2,Awang,12,1,2,2,2,1,2,1,1,50,41326,bd7c5b134046f7ee62af1262d4f409f9,0,"Hello! Dear pet lovers, I found this cat at the restaurant near zoo area. The cat has been abandoned due to sickness problem parvo. I when to the vet.clinic and absorb the cost of medications total of RM. Now Awang is in the good shape ready to rehome good cat, not fussy, toilet train (sand) and can be put in the cage. To me I would wish to see Awang with loving family and prolong with happy life. If you interested please do call or whatsapp my number. Thank you my god bless you.",6dd6363f0,3,2,7.5,sad,Domestic Medium Hair,"Golden, White"
541,1,Karishma,0,2,3,1,1,1,1,1,1,0,41326,744fa4278196568a18fcf5cd7d324ed2,0,Another survivor from Pulau Selat Kering.,5bd3c6eee,1,2,2,scared,Mixed Breed,White
542,1,Elle / Good Morning Sir,12,2,2,1,1,1,1,1,1,0,41401,ee2747ce26468ec44c7194e7d1d9dad9,0,"A rescued pup from Klang pound back in May,. She has been ressurrected from ill health & is on the prowl for game , fun & mock fights. Handsome, yes handsome like a dingo. She is also featureed as "" Good morning, Sir"". please contact me at:",861c903b6,2,4,6.5,"happy,scared",Mixed Breed,"Black, Yellow"
543,2,Pwinches Vivi,2,2,1,1,2,1,2,1,1,0,41326,55f43a91bf4b1564272b2bba7de74273,0,Very very manja...will only give out to true cat lover who'll give her a brighter future :),e89b02af3,5,2,7.5,playful,Tabby,"Brown, Yellow"
544,2,Silver Tabby,2,2,2,1,2,2,2,1,1,50,41326,438a9bdce8ef4d5948fc40e422d34d0d,0,"A cute domestic short hair tabby kitten looking for new home. She about 2.5 months old now. She has thick, grey fur with remarkable black stripes. She has beautiful dark grey eyes & a cute, fluffy tail. She is feeding on kibbles already, but sometimes we gave her wet food (canned fish) as treat. She is healthy, very active & playful. She loves to play hide & seek with her siblings in the garden. She is under toilet (potty) training now & is ready to go at anytime. *RM 50 adoption fee would be paid to Cat Charity Club (CCC) for rescuing stray cats. *Another RM neutering / spaying deposit would be fully refundable once the surgery is done. Anyone interested, please call .",51d815775,4,1,10,scared,Mixed Breed,"Gray, White"
545,1,Mr. Xiao Hei,3,1,2,1,2,1,2,1,1,0,41336,dae703601635e7b448292724427b628d,0,Puppies looking for responsible owner who will give them a good home. Please contact Jin at,8d1dce21f,3,1,7,playful,Mixed Breed,Black
546,1,4 Puppies - Wire-Haired Terrier Mix,2,2,2,2,1,1,2,1,1,0,41326,e152e5e40576eadf4b1a286a1d3baf13,0,"These 4 puppies, comprising 4 female, are waiting to find a home.",1303e86df,2,2,5,playful,Wirehaired Terrier,"Brown, White"
547,1,Yahoo,5,2,2,1,1,1,2,1,1,0,41327,75895e311d064e069ed9702d05375bf9,0,She is a obediant yet naughty lil puppy... she is now approx. 4.5 month... she done twice vaccination and deworm done..and prove healthy... she been feed Nutri edge since she start to eat solid food...she need to be give up for adoption because of the old uncle that raise her up cant take care of her anymore due to the old uncle age ... please do email me for more information... adopter have to spay her she is now in kedah thanks,eb6bb82fd,11,4,7,"happy,timid",Mixed Breed,"Yellow, Cream"
548,2,Beemo The Kitten,1,2,2,1,2,2,2,1,1,0,41326,c0af463c719bc1b0c39d7b2a434b4c6e,0,"Hello there, I found Beemo the kitten 4 weeks ago. She was abandoned by her mother and her siblings were eaten by a male cat. She's now looking for a happy place to call home. Beemo is super cute and extremely playful. She likes to be around hooman too. She is healthy and has a good appetite. Beemo has a thin layer of membrane on her left eye but it does not impair her sight. Beemo hopes to find a loving home at which to continue her delightful shenanigans. If you're interested please contact the rescuer at 0.1.9.3.2.4.3.4.0.8 Thank you for stopping by!",9af3fec83,5,1,5,scared,Domestic Short Hair,"Gray, White"
549,1,Bi Bi,2,2,2,1,1,1,2,1,1,0,41326,fbfad2ca07f9dbe042949569ed0c5bb3,0,Bi bi has a sister who just got adopted and she is stillwaiting for her forever home.,c5ee96818,2,2,3,sad,Mixed Breed,"Black, Brown"
550,1,C3C,2,2,2,2,2,1,2,1,1,0,41326,b53c34474d9e24574bcec6a3d3306a0d,0,Dog 4 Adoption,111be067f,3,3,8.5,"mean,playful",Mixed Breed,Brown
551,1,Puppy,6,2,2,1,1,1,2,2,1,0,41401,eaab9b528dbce3be6eed826222b2ae2b,0,"Would anyone be interested to adopt / temporarily foster a female puppy less than 6 months old? She got her hips dislocated due to an accident and we are currently getting it treated. Medical bills will be covered for and it should be fine after this treatment. She's a beauty and had been really obedient. She needs special care for about a month so she does not injurt her hips again. Play pen or cage will do for this puppy until her left hips recover completely. After that, she should be able to run like a normal puppy.",01e4020da,4,2,5.5,sad,Mixed Breed,Brown
552,1,Pepperee,12,2,1,1,2,2,2,1,1,0,41401,a0846c4e33807fc011de2ca5dc2b6250,0,"Pepperee is a miniature dalmatian (according to my vet). She recently gave birth to 4 cute puppies, which have been successfully rehomed. She is a very friendly and affectionate dog, and would make a loyal, loving and most affectionate pet. Terms & Conditons of Adoption: Adoption is free, but vaccination, deworm and spaying is a MUST before Pepperee will be handed over to the lucky adopter. If you have room in your heart forPepperee, please call ( Mon - Sat 9:30am - 7:30pm. She's currently staying in a clinic in Kepong.",21415ffb9,5,4,6,sad,Mixed Breed,"Black, White"
553,2,Kirk,24,1,2,1,3,1,1,1,1,0,41326,724b19062b100cbc5151aa28d259e7a9,0,This cat belong to a foreigner. She had 10 cats. Need adoption as she is leaving msia. This one is very friendly and cool. Great pet for someone who has a busy life. Eat normal cat pellets.,63ba3f4a7,2,4,7.5,content,Domestic Short Hair,"Black, Brown"
554,2,Nikko,6,1,1,1,2,1,2,1,1,0,41330,50764c8b9cbd1ea6f3adb84cb0d984e1,0,nikko sangat comel. ada orang yang datang rumah kata dia ni macam kucing betina tapi sebenarnya kucing jantan. kalau nak bandingkan dia paling sihat badan pun lebih besar kalau nak di bangdingkan dengan kucing lain yang satu umur dengannya,2275c7ba3,5,4,9,happy,Domestic Short Hair,"Brown, White"
555,2,Suzy,18,2,2,1,2,2,2,2,1,0,41326,58daf3e7ad33d15f8d5a24c209c290f4,0,Sangat jinak...direscue dari kedai makan kerana jalan terhenjut-henjut...,fe09dbb56,5,3,9,sad,Domestic Short Hair,"Black, White"
556,1,No Names Yet,2,2,3,2,1,1,2,1,1,0,41326,a3c9eaf175dbfa537ee9f1ccc68aa5d1,0,We rescued the mother not knowing of her pregnancy. She delivered a litter of 8 seven weeks ago. 3 white/cream n 2 brown. They have been vaccinated (1st dose n dewormed) mother is a terrier and father unknown. We are looking for loving homes for these adorable pups as we can't keep them due to space constraint and local town council rules. They are toilet trained ( in the garden).,49c5dbda7,6,1,8,content,Mixed Breed,"Brown, Cream"
557,2,Henry,4,1,2,1,2,2,2,1,1,30,41326,74dabecce4ddb0c4d08892255974496b,0,"Henry is a hyperactive kitten but afraid of feather toys, I don't know why. He'll run away whenever I show him the feather toy. He is litter-trained and on monthly spot on flea protection",095de41ba,2,1,6,content,Domestic Short Hair,"Black, White"
558,1,Buck,24,2,2,2,3,3,2,1,1,0,41336,5c28a36b8deb88a3d6c0d57d530712ae,0,"found in bukit indah , skudai , johor . and confirm with other person who found she before ,she had no owner any more . open to adoption . condition is you are husky owner ,and bring she to spayed . if you are interest , pls contact me",49f06aa59,1,3,3,mean,Husky,White
559,2,Soufian,15,1,2,1,1,1,2,1,1,0,41401,23eaa984bb09c997215978436d3ac0a0,0,"Urgentttttt He is a real Gentleman! Im Student and Also Im working,So I Dont have enough time to keep him :( You can email me , Or call me",2e116036a,3,4,8,playful,Tuxedo,"Black, White"
560,1,Pearly,24,2,1,2,1,1,1,1,1,0,41326,2864803699884df90ac135583b02ec70,0,"ADOPTION FEE IS AN OPTIONAL CONTRIBUTION TO OUR RESCUE EFFORT. Pearly was surrendered to us by a family who admitted to neglecting her. They often caged her and chained her up, rarely taking her out for walks and providing her with little stimulation. As a result, Pearly needed mental rehabilitation when she came to us. After only a month, Pearly is much more stable and better socialised. She has learned to play with other dogs but does not mix well with dogs (or humans) that are hyperactive or overly excitable. She is timid with strangers but becomes attached to people easily, soon following them all around the house. Pearly must be kept primarily indoors even though she loves daily walks.",21a56b530,3,1,7,happy,Poodle,Cream
561,2,Torey,3,1,1,1,2,1,1,1,1,0,41401,c00756f2bdd8fa88fc9f07a8309f7d5d,0,Young and gentle,ebd3ef2f9,5,3,6,timid,Domestic Short Hair,"Black, White"
562,2,Estelle,10,2,1,2,1,1,1,1,1,120,41326,001e42763024f9d4abe31e79472b1827,0,"Estelle is a wobbly kitten.. she is adorable.. gets along well with all cats. She doesnt leave your house. Gentle sweet kitten that loves to follow you around. She is vacinated, dewormed and spayed.",32f29129c,3,2,6,mean,Domestic Long Hair,"Brown, Yellow"
563,2,Hannah,1,2,1,2,2,2,2,1,1,0,41326,7821aebf01fa449f310b8d34a9420bae,0,"I've rescued a kitten last week, already send her to vet for a week and now I hope can find her a forever home~",4652decf5,3,1,8,happy,Domestic Medium Hair,"Brown, Cream"
564,1,Toby,2,1,2,1,1,1,2,1,1,200,41326,4326d51f05f9707f215cb2b31f15e8d0,0,"A mixed breed female dog gave birth to a litter of 5 puppies outside our house about 3 months ago. This is one of the male puppy that we are currently fostering. I am interested adopters to give him a chance to be part of a happy family. Anyone interested or know anyone who is keen please contact me. We suspect his lineage's mixed breed with the Doberman that used to live in the neighbourhood. He is a mischievous and playful puppy. Loves playing and very sweet tempered. Big boned puppy. Adoption fee is tentatively priced at RM (I only charge minimal to cover vaccination, deworming costs). For more information, kindly email me.",52ed9719f,8,3,6,timid,Mixed Breed,"Black, Brown"
565,2,CATS,36,3,2,1,2,2,2,2,3,0,41326,e5f791909629e34d5dcef44bbaf3da37,0,"THESE CATS MUST BE MOVED BY SUNDAY 5 JUNE OR MPAJ WILL CONFISCATE THEM. PLEASE CALL PN ROBBIAH AT ***************************************** Pn Robbiah is a 58 year old retiree that feeds and cares for over 30 stray cats in her area. Quite a number of these cats have actually been dumped at her home. With her limited means, she does the best that she can for these unwanted strays. Many of them are sickly, and she takes them to the vet for treatment and looks after them as best as she can. However, recently a neighbour filed a complaint to MPAJ. Pn Robbiah has been given till Sunday 5 June to remove all the cats from her premises and surrounding area or they will be confiscated. Please call Pn Robbiah at if you can either foster or adopt any of these cats.",3aa622eed,5,3,5.5,content,Mixed Breed,"Brown, Yellow"
566,2,Maroo,2,2,1,1,2,2,2,1,1,0,41401,5fd8ffa53753daaac1a3adedfb199be9,0,"Active and naughty kitty. Loves to climb with that cute little ""socks""! Check out her other siblings in my profile (Smudge, Bwee, and Ackie). Please contact me at. Urgent adoption.",372d1784a,3,0,3,timid,Tuxedo,"Black, Gray"
567,1,Ah Weng And Rocky,20,1,2,1,3,3,3,1,2,0,41326,4873351d52dc7824ac82b691a1f7deb3,0,"Hi,dear all loving humans our names are Ah Weng and Rocky.We are looking for a family as we have been abandoned.we are very obedient, loving,n playful dogs.all we want is some shelter n food and most of all is we want in return to show u how much we can love u back..please help us we really need u pls pls pls.we beg you.",ef8ddd70b,1,3,7,"happy,playful",Mixed Breed,"Black, Brown"
568,1,Friendly Boy - Still Available,24,1,2,2,1,1,1,1,1,0,41330,60689896aa0edff3a4f05b890bdafd26,0,"Hi everyone this furkid use to be a stray before rescued and adopted by a elderly couple. Recently we were told that his adopter is planning to move oversea and couldn't bring this furkid along. He is a very friendly, playful but also a very good guard dog. We definately dont want him to go back to the streets and hope for someone to open their door to him. Please give him a chance.",f03ea3fd5,5,4,5,sad,Mixed Breed,Brown
569,2,Miu Miu,4,2,1,1,1,1,1,1,1,5,41326,9fb6101b060a9b4e5731490c70b2a3d6,0,"Miu Miu is approximately 4 months old female kitten. We rescued her and now looking for a good home. Miu Miu is very playful and active, gets along well with people and other cats. When not playing hide and seek with us and other cats, this little furry friend would snuggle herself in any fluffy spot. She's not fussy about food and very easy to take care of. No adoption fee. Please call if you're willing to give miu miu a good and loving home.",36bec0c95,1,3,6,timid,Domestic Short Hair,"Golden, White"
570,1,Save Me Or I'll Die #27,12,3,2,2,1,1,3,1,3,0,41401,ee2747ce26468ec44c7194e7d1d9dad9,0,"PLEASE RESCUE/ADOPT ME FROM KLANG POUND OR I WILL BE PUT TO DEATH BY THIS WEEK, 14/3/10. I don't want to die,and I will love you immensely for saving me. Help!!! THis is a owner dog. She IS VERY PRETTY. Someone pls save her. She is perfect condition.She weighs under 10 kg well mannered & dainty. Please call ----------------------------------------------------- Adoption Procedure: This dog has been caught by Majlis Perbandaran Klang, and if nobody comes forward to adopt it, it will be euthanized within a few days. Even owned dogs are also often caught, and the owners are not aware for it. Those wishing to adopt this pet from Klang Dog Pound, please follow the procedures below: 1. Drive to Pusat Kurungan Haiwan Lebuh Sultan Muhammad Kawasan Perindustrian Bandar Sultan Sulaiman Pelabuhan Klang Tel : (For Sat & Sun, opening hours are 8am - 12pm) 2. Secure a Borang Permohonan Tuntutan Anjing, Selepas Tempoh 7 hari. Complete it & ensure it is endorsed by the relevant officier & stamped with relevant chop. 3. Provide a photostated copy of your Identification Card or Passport with each application * policies & requirements stiffen day by day * Advisable to provide a copy of IC/Passport per application (Just in case) * Secure extra application if there is any inkling of additional adoption. * Don't expect any leniency (Even we committee members, slaves & beggars don't have any unless OK by big guy) 4. Please be compassionate. Put yourself in their shoes: locked inside knowing its over. THEY DO KNOW. 5. I have seen them wasted much close to D days. Don't tell me they didn't undergo heightened enxiety & despair in anticipation of the end. What's worse their owners never came for them.",e11e6cf89,2,4,5,timid,Mixed Breed,"Black, Brown"
571,1,,2,3,2,2,1,1,2,1,2,0,41326,e9a873b4e5df667fc60813a6a911189f,4,"These 2 puppies ( 4-6 weeks old ) were taking refuge under an abandon lorry. Had to takeÃ_Ã_Â»em in without a backup plan as in the 30 minutes my hubby & I were there, 5-6 cars nearly hit them . We are looking for serious adopters ONLY those who can give a loving home that they deserve. Prefence would be someone who can adopt both together. Below are our terms and conditions : 1. For genuine animal lovers only 2. The adopter must agree to keep in touch with us and give periodic updates ( photos and/or videos). The adopted must also allow home visit with appointment. 3. The adopter agrees to notify us of any change in address or phone number. 4. The adopted is NOT allowed to Transfer ownership unless getting approval from us . This adoptions is subject to an interview . If interested kindly pm or Whatapps to. Location - Shah Alam Thank you",466862270,17,2,8,happy,Mixed Breed,"Black, White"
572,1,Happy-FIFI,255,1,2,2,3,3,3,1,1,0,41330,94fdeec413a441bca0de9e9887edcc70,0,very suitable to be a guard. easy handle. :) cute and fierce to strangers,5971c2462,3,4,7.5,content,Mixed Breed,"Brown, White"
573,2,Jojo Boy,2,1,2,2,2,1,2,1,1,50,41326,438a9bdce8ef4d5948fc40e422d34d0d,0,"We have updated Jojo Boy's latest photos. 20/5/ Adorable domestic medium hair kitten looking for new home. He is a bi-colour kitten, about 2.5 months old now. He has beautiful, snowy white fur on the chest and grey-blue marks on the head & back of the body. His blue colour is so rare, looks like the British Short's blue. he has a straight, long tail. He has his flea treatment done on 19th May. He was de-wormed today, 20th May. He is feeding on kibbles now. He is healthy, cuddle, very active and playful. He likes following people wherever you go. He is well toilet trained & could be let go at anytime. *RM 50 adoption fee would be paid to Cat Charity Club (CCC) for rescuing stray cats. *Another RM neutering / spaying deposit would be fully refundable once the surgery done. Anyone interested, please call .",d17892c89,11,2,4.5,mean,Mixed Breed,"Gray, White"
574,1,Eyes Just Opened!,1,3,2,2,2,2,2,1,9,0,41326,d1d34c64b5ab9b9f7c086187f96db972,1,Thanks everyone for the calls! Happy to say that all the puppies have found good homes!,09ca98f7b,14,3,7,content,Mixed Breed,"Black, White"
575,2,Sesame,1,1,2,1,2,1,2,1,1,0,41326,c548bbe8eee34be56ab3833d372612d1,0,"Sesame is one of 5 kittens born at my place. He loves to eat! Always the first to test the food :) Like all happy healthy kittens, he is active, playful and curious. It would be preferable if he is adopted with his sister as below: Sundae: Basic facts: * born on 2 Oct * checked by vet on 3 Nov . Weighs g on that date. * de-wormed and de-flea treatment on 3 Nov. * eats kitten kibbles, canned food and fresh chicken * litter-box trained Please email or sms and state your name and which kittens you like. Thanks!",4c6a4b965,11,3,8,scared,Domestic Short Hair,"Black, White"
576,2,Tompok,6,1,2,1,1,1,3,1,1,0,41401,72a443be6338c4962fb3a70658d4d0d4,0,"A very charming cat, manja and love to be pampered.",c8b38c65e,6,4,4,"content,timid",Domestic Short Hair,"Black, White"
577,1,Rooney,60,1,3,2,1,1,1,1,1,0,41326,920d8cc91447e6c6b7c817b399b760ce,0,"Hello there. My name is Rooney. If you are a football fan, I just have to say, I am a gazillion times more handsome than THAT Rooney. Just sayin'... I am 5 years young. A strong, healthy boy looking for a new home. I don't ask for much, really. You would find that it is actually so easy to take care of me. I am gentle, friendly, loving and I just want to be cared for. Can anyone out there help me find my new family? Prettiest please as can be?",f78698cc4,6,0,8,happy,Golden Retriever,Golden
578,2,Charlotte,6,2,2,1,2,2,2,1,1,0,41326,2f9ab0afc00c24daefed36cd88224ffa,0,"This beautiful lady is named Charlotte. She's about 6 months old now. She is very friendly, playful, very gentle and very very ladylike ... and she is so pretty :) I have been caring for her for about 3 months, since she stopped her mother's milk. She loves cat biscuits and the wet food (Whiskers packet). She's got a beautiful and a well developed long tail as well as beautiful brown eyes. She is healthy, clean and well taken care of. If you are interested to come have a look or to adopt, please contact me at . Have a nice day!",a96f0d5bc,8,1,3,sad,Tabby,"Black, Gray"
579,2,Garfield,17,3,3,2,1,1,1,1,2,0,41326,2f7be0f7838675e7a55c83bffe39b133,0,"Hi Everyone, my name is Garfield. We are a pair of siblings looking for a forever home with a loving family to call our own or someone who is willing to care and have patience to bond with us. In return, we will return your kindness with unconditional love and companionship. For serious adopters, kindly contact Veronica at via sms, whatsapp or email with a brief intro of yourself.",e4f7394ef,7,4,7,timid,Domestic Medium Hair,"Black, Yellow"
580,2,Kasik,2,1,2,1,2,1,2,1,1,0,41326,1e8e65cf25bac0c409b43bfd122ad42a,0,"Kasik is 2 month. Very beautiful, very lovely and playfull kitten. He is the most quiet and friendly. Toilet trained. Looking for a very loving people to adopt him. Not for keeping in cage. Adopter must vaccinate.",a8cfb849e,14,3,4,content,Domestic Short Hair,"Black, White"
581,2,Simba And Nala,3,3,1,1,2,1,2,1,2,300,41401,a95ee237ed86e217f18c92fe4edbe6b0,0,"Adopted them from the SPCA for my dad as a surprise only to find out we are moving homes in a months time and no animals are allowed. very sad for me. Two beautiful kittens; one males ( Simba - about 4 months old) , one female ( Nala - about a month or so ) RM as i got them for and i got them medication from the vet, so thats all ill ask for just to sponsor some fees I will give the litter box, feeding bowls and some food. THE SPCA HAS THE VACCINATIONS DUE FOR FREE --INCLUDING BOTH THEIR NEUTERED FOR FREE-- - If you want you can buy their castle (which is a scratcher ) for RM",c5f1eb8b6,8,1,10,playful,Domestic Short Hair,"Black, Golden"
582,2,Cats For Keeps - Kittens Need Homes,2,1,3,1,2,2,2,1,3,0,41401,fa3c36dde6fc0d0f0fee09f2d31e80fe,0,"TOMPOK Beautiful and healthy 1.5 month old kitten NEED loving family and home. Domestic short hair Patch - white / grey / gold Am looking for serious foster parents to care and love for Tompok. He's adorable, playful and active. BLACKNESS Shiny black domestic short hair with Bengal mix 6 months old Very affectionate but shy House trained Eats dry & wet catfood House trained and is able to eat soft catfood and dry kitten food. EETAHM Shiny black domestic short hair with Bengal mix Brother of Blackness 6 months old Very affectionate House trained Eats dry & wet catfood",067cacbb5,5,4,7.5,timid,Domestic Short Hair,"Black, Golden"
583,2,Seri & Dewi,4,2,2,1,1,1,2,1,2,0,41326,ae252a5cd47f04685bd89b3eaacae146,0,"Hello, Seri & Dewi were found before the entrance to MEX highway dumped at the road side. One the way to work I notice these two bundle of tiny fur. They have been to the vets a few time now have been given a clean bill of health but too young to be spayed. Both Girls of siamese & local breed mixed. They are very friendly and would purr upon contact!! Reall nice kittens.",031a0e45a,4,2,6,content,Mixed Breed,"Gray, White"
584,2,Yeochi & Nabi,12,2,2,2,2,1,1,1,2,0,41326,17970c3bd5e77f1433149c0de0ec3d9f,0,"Yeochi: 12months(female / mix brown, white) Nabi : 1year and 2months(female / black) They are very cute, active and playful.. I love them so much..therefore i'm so sad about i should give them away.. reason why i give them away, i plan to move out to the other place.but there's the owner said he will accept only 1 cat.. (i tried to explain and persuaded him.. but he never want it.. even i dont understand what's the different with 1 or 2 cats!) however yeochi and navi are very close and dependence each others. so i thought better give away both together. they love to sleep on next to you or behind laptop when you are useing that. also they love to show their affection. they are very kind and charming cats! i swear both of them are very adorable and friendly :) i feed them loyal canin kitten to yeochi and loyal canin indoor to nabi. *i'm looking for serious cat lover and i hope it will their last adoption.* (plz help me to find their forever home!!!!) if you want to see more photos, leave the email address here. Tq :) if any serious cat lover, interest them, call or sms me anytime. - Belle- (plz sms me after 12am) *update* i realise its quite hard to give away both together. so i decision , if you interest only nabi or yeochi, i prepare to separate them... so plz contact me. tq",eaef39ceb,14,4,6.166666667,content,Mixed Breed,"Black, Brown"
585,1,MissyWhite,2,2,2,1,2,2,2,1,1,0,41326,f45d8c72a87f27427cd28fc3cd2d7ce3,0,"My name is MissyWhite; named by my feeder. My brothers and I are staying underneath an abandoned car in Klang. Rain or shine, we have to hide underneath w our momma guarding us. Ants, rubbishes and joss sticks and rubbishes smokes are our daily dilemma. We cant complain coz we have no other place to go. But I wish to have a forever happy home for my momma, my brothers and myself. My feeder can be contacted via whatsapp if you are interested to adopt me or my brothers. And my momma too. She deserved to have a good home and stop being a stray dog.... :(",5a3e60ced,5,4,4.5,"scared,timid",Mixed Breed,White
586,1,BOY,12,1,2,1,1,1,3,1,1,0,41326,7371dd06f26eddc8f8a06f7158ff156f,2,"Update 27 Oct : on Saturday 25 Oct , Boy went to Central Park, Desa Park City and he was having a lot of fun running and walking around the lake for about 2 hours. He took the opportunity socializing with other dogs and humans. What a day for Boy. He is still looking for adopter to provide him with a loving home. I will provide the leash, collar, food tray to successful adopter. Info on Boy : 1. He is about 1 year old Mongrel; 2. Very playful and understands basic commands; 3. Suitable as Guard Dog for the whole family; 4. Vaccinated (9 in 1) and Dewormed. Currently on monthly heartworm prescription.; 5. He loves treats very much. Not a fan of kibbles but sometimes he would still take it. He loves wet canned food and consume between 2 - 3 cans a day. My conditions : 1. I will only release Boy to adopter who can provide him a loving home. I will not release him to adopters who want him to guard factory, shops, office ect; 2. Please do not tie him up unnecessarily at home as he is used to walk/run free around my house compound; He is on leash only when I take him out for a walk; 3. Please try your best to walk him daily for his exercise; 4. Boy has been trained not to enter my house. He has been trained to stay outdoor but free to be anywhere he wants around the house compound. Therefore, please spend sometimes with him daily at least a couple of hours; 5. To continue giving him his scheduled vaccination and other normal medications prescribed for canines; 6. Last but not least, again, must provide him with a loving home. 7. Should Boy is adopted by you and later you found him not suitable or you are not able to provide him with love, please return Boy back to me. Thank you. ---------------------------------- Update 23 Oct : It has been about 1.5 months Boy has been under our care. It was really fun having him around us. We brought him to Central Park, One Utama the other day and Boy demonstrated his gentleness towards other dogs and humans who came to see him. It was a happy day for me to see Boy was enjoying his day at the Park. It is sad for me to give him away but I am not able to keep him permanently. And before Boy and I get too attached with other, I seek those who can provide Boy with a loving home to contact me asap. ----------------------- Update 17 Oct : Boy will be joining an event ""I Want To Touch a Dog"" at Central Park, One Utama on Sunday 19 October . He will be there as a Volunteer. If you're joining the event, please look up for him and say hello. Boy has now fully recovered from his injury. Boy still looking for a loving home. ----------------------- Update 6 Oct : Boy is now a ""legal"" resident. Obtained license for him at MPSJ. Now he is proud resident of Subang Jaya. Boy still looking for a loving home. ---------------------- Update 5 Oct : Boy has almost recovered from his injury and now is really playful and wonderful dog. Just brought him to the vet for a 9-in-1 vaccination today. For last couple of days he learned to play ""fetch"" and loves playing ""soccer"" with my kids. Just uploaded a new video of him playing ""fetch"" ----------------------- Playful Boy up for adoption. Very loyal and listen to your command. Give him a chance and he will be with you for life. Boy (this is what I call him) came to my house gate on Saturday morning 13 September looking scared and hungry and he was limping a bit due to swollen front left leg. I believe he had been hit by a moving vehicle or could have been hit by someone. Since I pity him, I fed him with my cat food and let him drink a lot of water. He was very cautious when I approached him. To cut long story short, he finally decided to enter my house compound and I have decided to provide him with shelter and food until he is ok or find a new home. I am not sure if he was a stray dog but he had no collar when he came to my house. I find him very gentle and too smart to be stray. he does not simply bark although the other dogs in the area are barking. Up todate he has become an excellent companion. This afternoon (Monday 22 Sep) a Vet came to my house just to check him up. Since he was afraid with the doctor, we were not able to vaccinate him. However, I have given him pills for deworming and pain killer for his swollen leg. Due to circumstances, I am not able to keep him permanently although it would be sad for me to let him go. I pray to God, a good samaritan would want to adopt him and provide him with a loving home. Please call me if you are the owner or interested to adopt or foster him. May God bless you.",a63f6c6a1,10,3,8,happy,Mixed Breed,Brown
