,Type,Name,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,RescuerID,VideoAmt,PetID,PhotoAmt,AdoptionSpeed,PetScore,Emotion
18,2,PF 14928 -- Bobo,13,Domestic Short Hair,NA,2,Brown,Golden,#N/A,2,1,2,1,2,1,1,0,Selangor,63f669053385440aab45382b0c925927,0,38a81271c,5,4,1,content
19,1,Spongebob,3,Mixed Breed,NA,1,Black,White,#N/A,2,1,1,1,1,1,1,0,Selangor,2864803699884df90ac135583b02ec70,0,65d10be4d,3,3,7,happy
20,2,Oyen,10,Domestic Short Hair,NA,2,Yellow,#N/A,#N/A,2,1,1,1,1,1,1,0,Kuala Lumpur,930a31cee18dfc2911633da8668a0e3b,0,8f85e69ee,8,3,6,content
21,1,The Bidi Budu Bubu Boy,60,Golden Retriever,Mixed Breed,1,Brown,Yellow,White,2,2,1,1,1,1,1,0,Selangor,39d5ffacd8e7420d8d4e26177f63cfae,0,b5fcc079e,5,3,6.666666667,content
22,2,Meme,6,Domestic Short Hair,NA,2,Golden,White,#N/A,2,1,2,1,1,1,1,0,Selangor,7b107e61f7d24a581e46e0abc4d2a7a7,0,00a1f270a,5,4,1,content
23,1,Female - Unique Eye Colour (D133-060516),19,Mixed Breed,NA,2,Black,#N/A,#N/A,2,1,1,1,1,1,1,80,Selangor,d372aa7115ee3c2e5e4796462dec984b,0,82137b39f,3,4,5,"mean,scared"
24,2,Ginger,1,Domestic Short Hair,NA,2,Golden,Cream,#N/A,2,1,2,2,2,1,1,0,Selangor,3ca325f1d711439ac5a94cfd3b1b0ea1,0,72a7cb335,7,2,7,timid
25,2,Pepper,4,Domestic Medium Hair,NA,2,Cream,#N/A,#N/A,2,2,3,3,3,1,1,0,Kuala Lumpur,a8b3555fb45de83bc3ae7d07046c02dc,1,a27f0cc49,4,2,7,playful
26,2,Manja Bella,13,Persian,Domestic Medium Hair,2,Black,Gray,#N/A,2,2,1,1,2,1,1,0,Selangor,1ad11898cc488dcd84dcfdde98d66f8b,0,728c78b39,3,1,6,content
27,2,Cham,8,Tabby,NA,1,Golden,#N/A,#N/A,2,1,1,1,1,1,1,0,Selangor,d8af7afece71334473575c9f70daf00d,0,c2346525a,2,2,7,content
28,1,20 Little Puppies,1,Mixed Breed,Mixed Breed,3,Black,Brown,White,3,1,2,1,2,1,20,50,Negeri Sembilan,f8ac73e4e6354fca89ef2574d0bc50f5,0,d78d1dec0,5,4,6,sad
29,2,Kittens For Adoption,2,Domestic Medium Hair,Domestic Medium Hair,3,Gray,White,#N/A,1,2,2,2,2,1,4,0,Selangor,1e0b5a458b5b77f5af581d57ebf570b3,0,c675f3b10,7,2,10,happy
30,1,Mesky,3,Mixed Breed,Husky,1,Cream,White,#N/A,2,2,2,2,2,1,1,0,Pulau Pinang,3223e1c4cb2bef48823ee5c604b9aa04,0,d13d93f69,4,1,6,timid
31,1,Dango,2,Shar Pei,Mixed Breed,2,Black,Brown,#N/A,2,1,1,1,2,1,1,0,Selangor,d4a8b5e64cd89e2f055b505383a8ee7a,0,ebd78e1d4,3,2,8.75,happy
32,1,Carmen,2,Mixed Breed,Terrier,2,Brown,White,#N/A,2,2,1,1,2,1,1,0,Selangor,fa90fa5b1ee11c86938398b60abc32cb,0,0fb490c9b,3,1,8,playful
33,2,Meor For Free Adoption.,2,Domestic Medium Hair,NA,1,Yellow,#N/A,#N/A,1,1,1,1,2,1,1,0,Selangor,c5f05a0937608368f162868db4d0bc87,0,0b4bb9906,5,1,6,scared
34,2,18 Cats For NEED HOMES!!,0,Domestic Short Hair,NA,3,Black,Brown,White,2,1,3,1,1,1,18,0,Selangor,0dfe04f967ae8d9e8f0e1513f4a90c5c,0,b4d0c60b6,21,4,1,mean
35,1,BOBO,74,Shih Tzu,NA,1,Brown,White,#N/A,2,2,3,1,3,1,1,0,Selangor,35e9eced28e869ff8bf6dce7a09cbe5c,0,1a9733afb,2,2,5,happy
36,1,R11,1,Mixed Breed,Mixed Breed,1,Brown,#N/A,#N/A,2,2,2,1,2,1,1,0,Selangor,b53c34474d9e24574bcec6a3d3306a0d,0,75bbaa3fa,1,2,6,content
37,1,Butter,1,Mixed Breed,NA,2,Black,Brown,#N/A,2,1,1,1,2,1,1,0,Selangor,fa90fa5b1ee11c86938398b60abc32cb,0,3b1976326,6,2,7.5,playful
38,2,Little,3,Domestic Short Hair,NA,2,White,#N/A,#N/A,1,1,2,2,2,1,1,0,Pulau Pinang,0f546b6824512624be152dbf5ffaedf9,0,30ea81bac,3,3,4,content
39,2,Oren & Comot,4,Domestic Short Hair,NA,1,Black,Golden,White,1,1,1,1,2,1,2,40,Kuala Lumpur,69c67a58c4b1aa98f1f44aca7dfd6f42,0,301e16ab9,5,4,5,playful
40,1,Scooby,8,Mixed Breed,Mixed Breed,1,Brown,#N/A,#N/A,2,1,1,1,2,1,1,0,Kuala Lumpur,78ec79634d350f6850fdd4a335cab431,0,8705145ca,10,2,7.5,content
41,2,Tompok,18,Domestic Medium Hair,NA,2,Cream,White,#N/A,2,1,2,2,2,1,1,0,Kuala Lumpur,193749fbe4e607680f37a1bf5b898e32,0,219a1308d,3,0,8,sad
42,1,Hero,2,Mixed Breed,NA,1,Black,Brown,#N/A,2,1,1,1,2,1,1,0,Selangor,e03a1162538a0414d6c79823ad6c2744,2,c7575df7b,4,3,4,scared
43,2,Tom,4,Domestic Short Hair,NA,1,Black,#N/A,#N/A,2,1,1,1,1,2,1,0,Selangor,da254828fea81df2ca2e807706e04b32,0,dc1c9f8d5,5,3,5.5,timid
44,1,,2,Mixed Breed,NA,2,Black,Brown,#N/A,2,1,2,2,2,1,1,0,Kuala Lumpur,0cdec657d1411b6f977df6f9ea712f7a,0,c8208c3c9,4,1,9.333333333,timid
45,2,KFC,3,Domestic Short Hair,NA,1,Yellow,#N/A,#N/A,1,1,1,1,2,1,1,0,Kuala Lumpur,7e8f6dedd6abd887a6932c6877a5c001,0,75a4a14ac,6,2,6.5,timid
46,2,Pretty,17,Domestic Short Hair,NA,2,Black,Brown,Golden,2,1,1,1,2,1,1,0,Selangor,031164e40f77b7b5bcffea3efc2c7318,0,b28de653f,5,4,4.5,scared
47,1,Bernie,5,Mixed Breed,NA,1,Black,Brown,Golden,2,1,1,1,2,1,1,0,Selangor,7f7f9fdf6a44a8ea7838bce15516a5a3,0,60b188249,4,1,10,sad
48,1,Rambo,3,Mixed Breed,Mixed Breed,1,Brown,#N/A,#N/A,2,1,2,2,2,1,1,0,Selangor,95481e953f8aed9ec3d16fc4509537e8,0,da8a47785,3,1,7,sad
49,1,Raju,3,Mixed Breed,NA,1,Black,#N/A,#N/A,1,2,3,3,3,1,1,0,Kuala Lumpur,a439ae920fab142f26afe66444654a29,0,87f4ea65f,2,4,8,content
50,2,Chiko,1,Domestic Medium Hair,NA,2,Black,White,#N/A,1,2,2,1,2,1,1,0,Pahang,01324415629b56298d9756e3b6f8b2ba,0,f17d4ab32,10,4,1,content
51,1,Paris & London,2,Terrier,Mixed Breed,2,Black,Brown,Cream,2,1,2,1,2,1,2,0,Selangor,aa66486163b6cbc25ea62a34b11c9b91,0,97dc6aa32,5,3,2,sad
52,2,Stripe,4,Domestic Short Hair,Domestic Medium Hair,1,Black,Cream,#N/A,2,2,1,1,2,1,1,0,Pulau Pinang,95d916190a5dcb1efc91cd93e8de4c28,0,022d2d16e,3,3,5.5,mean
53,2,Disney,8,Siamese,Tabby,2,Brown,Gray,#N/A,1,1,3,3,3,1,1,0,Kuala Lumpur,07e43c5d6bec7545908f502d57333c5b,0,ed5f14fda,2,4,10,content
54,1,Ice,3,Mixed Breed,NA,2,Black,Yellow,#N/A,2,2,1,1,2,1,1,0,Selangor,acb8fe0f20cbc683032b2d8c2a90bab3,0,8dfe4da6a,8,4,8,content
55,2,Oliver,4,Domestic Short Hair,Tabby,1,Black,Gray,White,2,1,1,1,2,1,1,100,Selangor,626713cb4a646aafea875347b2f13d35,0,5698c00e2,5,3,2.5,happy
56,1,Maximus,8,Shih Tzu,NA,1,Brown,Cream,#N/A,1,2,1,1,2,1,1,0,Selangor,b9351e15ac37a3cc56086320835601c0,0,7f8955f6a,4,3,7,happy
57,2,Tora,9,Tabby,Domestic Short Hair,2,Brown,Golden,#N/A,2,1,2,2,2,1,1,0,Selangor,9b8c4e3015ce4821741065d4dc85c0f7,0,90e1edc71,3,3,8,content
58,1,Apple,4,Mixed Breed,NA,2,Golden,Yellow,#N/A,2,1,1,1,2,1,1,0,Kuala Lumpur,cd431467a017d5bce5f42daa746d7d08,0,9dd9f107d,1,2,6.5,"happy,sad"
59,1,Chipsmore,2,Mixed Breed,Mixed Breed,1,Black,White,#N/A,2,1,2,2,2,1,1,0,Selangor,95481e953f8aed9ec3d16fc4509537e8,0,7ca780c35,2,1,7,scared
60,2,,5,Domestic Medium Hair,NA,2,Brown,White,#N/A,2,2,2,2,2,1,1,0,Kuala Lumpur,22d9e67d412f25866e09f2c098a6ebef,0,09c629b05,5,1,1,mean
61,1,Hayden,24,Mixed Breed,NA,1,Black,Brown,Yellow,2,2,1,1,1,1,1,0,Perak,530f57b53cb3199e1d5e67733ddc0876,0,ff05d4438,3,3,7,happy
62,1,Jade,1,Mixed Breed,NA,1,Cream,White,#N/A,2,2,2,2,2,1,1,0,Pulau Pinang,7f74401ff1a7ca18737bc527ccf23a45,0,181fb7dae,3,2,9,content
63,1,Miles,2,Mixed Breed,NA,1,Brown,White,#N/A,1,1,2,2,2,1,1,0,Kuala Lumpur,772b52610644a59536b5ea6678d986fd,0,28c005011,2,2,10,timid
64,2,Musang,4,Tabby,NA,1,Black,Gray,White,2,1,2,2,2,1,1,0,Selangor,253ffb8e460b67e342023a5563fb2e3c,0,0f3434f36,5,1,5.666666667,scared
65,1,,2,Mixed Breed,NA,2,Black,Brown,#N/A,2,1,2,2,2,1,4,0,Kuala Lumpur,9e2e600cba1219e0d3e855d2a3ed650b,0,c9439e71b,3,4,10,happy
66,1,Cutie Sisters/bro,5,Mixed Breed,NA,2,Black,Brown,Cream,2,1,1,1,1,1,2,0,Selangor,90191b06d602e8d45b4ce25dd22c6a3e,0,9725bf4d2,4,3,6.5,happy
67,1,Fei Mui,8,Mixed Breed,NA,2,Black,White,#N/A,2,2,1,1,1,1,1,0,Kuala Lumpur,88ae3f26c9328b0b5a54d7d8466a3351,0,30e66b835,3,4,4,scared
68,2,Kitten For Adoption.,2,Domestic Long Hair,NA,3,Black,Golden,White,1,3,2,2,2,1,5,0,Selangor,bfec394f56ba6aef257701cfd32f1348,0,0b59a57ff,8,1,7,scared
69,2,Grey & Black,2,Domestic Medium Hair,NA,3,Black,Gray,White,1,2,2,2,2,1,2,0,Selangor,1a624ec0f6866d4ffabd1e861d0ccac6,0,da5ae6aa9,7,1,7,playful
70,2,Belle,14,American Shorthair,NA,2,Black,Gray,White,2,2,1,3,3,1,1,0,Selangor,f4bc4872bec55d8b5ed4c853864133fd,0,d8fceeb86,1,2,2,content
71,2,Gaga And Friendly,3,Domestic Short Hair,NA,3,Brown,#N/A,#N/A,2,1,2,2,2,1,2,0,Kuala Lumpur,2ab4127c166896dd286de9178ba91420,0,7e87938c3,3,2,8,happy
72,2,Muffin & Cupcake,2,Domestic Short Hair,NA,3,Black,Yellow,White,2,1,1,1,2,1,2,0,Kuala Lumpur,0fddcc2044ae92f3f70fed837d35e1a6,0,14ae60869,20,3,10,playful
73,2,Car Cats,3,Siamese,Domestic Short Hair,3,Black,White,#N/A,2,1,2,2,2,1,5,0,Selangor,a616a6888518e6e38c8c1b7b16388f92,0,d9a014dbb,5,2,2,scared
74,2,Tiger And Honey,5,Tabby,NA,3,Golden,#N/A,#N/A,2,1,1,1,2,1,2,0,Johor,0402c841cb307c11129bbd5f795e55ff,0,80ae0a34f,4,2,2,timid
75,1,Premi Girl,3,Mixed Breed,NA,2,Black,Brown,Yellow,2,1,1,3,3,1,1,0,Selangor,dda874dfebf6072c7ee86cf0023c6364,0,661bcb904,1,3,8,sad
76,1,SuperGirl  (Mei How),12,Mixed Breed,NA,2,Yellow,#N/A,#N/A,2,1,1,1,1,1,1,0,Selangor,8b6c5cd067ada5f54ca5ffc7f7b5d896,0,d6e342121,11,4,9,"happy,playful"
77,2,"Carrot, Pumpkin, Kiwi, Lala & Lulu",2,Domestic Medium Hair,NA,3,Golden,Cream,White,2,2,3,3,3,1,5,0,Pulau Pinang,6970137ea113decfdcf41f81b3e68568,1,545711134,18,4,3.5,scared
78,1,"Cappucino,Milo,Milky,Browny,Lucky",4,Mixed Breed,Mixed Breed,3,Brown,Cream,White,2,1,2,2,2,1,5,0,Selangor,b13b9ebf3d547ac9f242cc6d77703544,0,b90e6ec69,6,3,7,playful
79,2,4 Cute Kittens!,1,Domestic Medium Hair,NA,3,Brown,Golden,Gray,1,2,2,2,2,1,4,0,Selangor,e5030a71ae967273aeebe772341c3b1d,0,4298e4c15,8,1,6.5,timid
80,1,Roxy,1,Mixed Breed,NA,2,Black,Brown,#N/A,2,2,2,1,2,1,1,0,Perak,f2522890ad604bf70421af61cb871a96,0,fd279ad95,3,2,10,playful
81,2,Yoyo,2,Domestic Medium Hair,NA,1,Golden,Yellow,#N/A,1,2,2,1,2,1,1,0,Kuala Lumpur,c00756f2bdd8fa88fc9f07a8309f7d5d,0,753654b70,3,2,7.5,scared
82,2,,3,Tuxedo,NA,2,Black,#N/A,#N/A,1,1,2,2,2,1,4,0,Selangor,d6b41b0ff06831cfff03e75bfd12db04,0,f39fef7c1,4,4,8,sad
83,1,Ash,9,Mixed Breed,NA,1,Gray,#N/A,#N/A,2,1,3,1,2,1,1,0,Selangor,8b6c5cd067ada5f54ca5ffc7f7b5d896,0,6dac572be,4,2,3,happy
84,1,Tieson :),1,Mixed Breed,NA,1,Yellow,Cream,White,2,1,2,1,2,1,1,0,Selangor,5757efa677be70fca2ad863ddb7266c3,0,02d6020a9,2,2,4,content
85,1,Love (Ã__ÂŒÂ_ÂŒÂ±),3,Mixed Breed,NA,2,Brown,#N/A,#N/A,2,1,1,1,1,1,1,0,Kuala Lumpur,3937a695ba7235b85e725d270455f0c8,0,b2a23ac85,6,4,6.166666667,timid
86,1,Browny,2,Mixed Breed,NA,2,Brown,#N/A,#N/A,1,1,1,3,2,1,1,0,Pulau Pinang,e5739b8193dc9164317b6f00e5a8c532,0,9b980624e,3,4,3,timid
87,1,Susie,2,Mixed Breed,NA,2,Brown,#N/A,#N/A,2,1,1,1,2,1,1,0,Selangor,91ac499a1f5e20c76d73237acdf920a7,0,6f3e5cbd8,3,1,4,playful
88,1,Do Do,8,Mixed Breed,NA,2,Brown,#N/A,#N/A,2,1,1,1,1,1,1,0,Kuala Lumpur,0fddcc2044ae92f3f70fed837d35e1a6,0,50361acf5,9,3,7,content
89,1,Ojay,9,Shih Tzu,NA,1,Brown,White,#N/A,1,2,3,3,1,1,1,0,Selangor,2e53c8cd2454a77eb195a039ee28b8f6,0,50e35cd70,4,2,3,happy
90,1,,12,Mixed Breed,NA,3,Black,Brown,White,2,2,1,1,1,1,4,0,Selangor,486b4bbb9a8590226f99cee58beca548,0,f93283e0c,4,4,7.25,happy
91,2,Rosie,1,Domestic Medium Hair,NA,2,Brown,Cream,#N/A,1,1,1,1,2,1,1,0,Selangor,95481e953f8aed9ec3d16fc4509537e8,0,685cbaf7f,3,1,9,content
92,1,Stray Cute Dogs,4,Mixed Breed,NA,3,Brown,#N/A,#N/A,2,1,2,2,2,1,5,0,Selangor,fdad46a58ff48cb436ca6a2c9a84b9ce,0,6be0a8fcd,5,3,3,sad
93,1,Doggie RE3,2,Mixed Breed,NA,1,Brown,Cream,White,2,2,1,1,2,1,1,0,Kuala Lumpur,b770bac0ca797cf1433c48a35d30c4cb,0,151d50f53,5,2,7.5,timid
94,2,Persian Mix,2,Persian,Domestic Short Hair,2,Black,Golden,#N/A,1,2,2,2,2,1,1,100,Pulau Pinang,fd970cc91d06d82eebf046340137b272,0,e0b6196d9,3,1,4,mean
95,2,,2,Domestic Medium Hair,NA,1,Gray,White,#N/A,2,2,2,2,2,1,1,0,Selangor,c7b8290120799422772ee8ec043e0b97,0,7d526090e,2,1,4.5,happy
96,2,Cutie,1,Domestic Short Hair,NA,2,Golden,Gray,White,2,1,2,2,2,1,1,0,Kuala Lumpur,003902f2aeb80462168a6fea9b614f12,0,11ad894e6,8,2,8,"playful,timid"
97,1,Unknown 4,5,Mixed Breed,NA,1,Brown,#N/A,#N/A,2,1,1,1,1,1,1,0,Selangor,bd635ed566167b6bfaab1429ef7b751e,0,b75594e30,5,2,7,scared
98,2,SauSau,12,Siamese,Domestic Short Hair,1,White,#N/A,#N/A,3,1,3,3,2,1,1,0,Selangor,ed71a1eeddcb2b5fb8bf1b6fcb9fa173,0,df8ad80b3,4,3,7,"scared,timid"
99,1,CUTE PUPS,2,Mixed Breed,NA,3,Black,Brown,White,2,1,1,1,2,1,4,0,Kuala Lumpur,c00756f2bdd8fa88fc9f07a8309f7d5d,0,8dd958339,5,2,8,sad
100,2,Kittens,4,Domestic Short Hair,NA,3,Black,Yellow,White,1,1,2,2,1,1,4,0,Selangor,34ecebf0b9a62664dd402c4bc053394e,0,e93afb8ff,8,4,7,scared
101,1,Isabella & Carlos,18,Mixed Breed,Mixed Breed,3,Black,White,#N/A,3,1,1,1,1,1,2,0,Selangor,e5f791909629e34d5dcef44bbaf3da37,0,69c8c9463,2,3,3,happy
102,1,Blue,7,Mixed Breed,NA,1,Cream,White,#N/A,2,1,1,1,1,1,1,0,Perak,530f57b53cb3199e1d5e67733ddc0876,0,aefafcc66,5,4,6,happy
103,1,Ã__ÂŒ_ÂŒÃ–Ã__ÂŒ_ÂŒ_Ã_Â«ÂŒÂèÂŒÂ¿Ã__ÂŒÃ¥ÂŒÃ¯,3,Mixed Breed,NA,2,Black,Brown,White,2,1,2,2,2,1,4,0,Kuala Lumpur,8fb29f78b2a935b34a69fdd88bd365d4,0,48f5de7e9,4,4,4,sad
104,2,Stray Kitten,2,Domestic Short Hair,NA,2,Yellow,White,#N/A,1,1,2,2,2,1,1,0,Selangor,08e03661829673e201bbeed1c4e6ef76,0,46b603304,3,2,3,content
105,2,Choki,2,Calico,NA,2,Black,Brown,White,2,2,2,2,2,1,1,0,Kuala Lumpur,08277d1064884f2722e8317c95dbabca,0,bdd606969,4,2,3,playful
106,2,Mishka,2,Domestic Short Hair,NA,2,Black,Yellow,White,1,1,2,1,3,1,1,0,Pulau Pinang,550e496b62e645bffa3dd9c147ba264c,0,1a4464471,5,2,8,happy
107,1,Panda,2,Terrier,NA,2,Black,White,#N/A,2,1,2,2,2,1,1,0,Selangor,aa66486163b6cbc25ea62a34b11c9b91,0,15a491e20,11,3,8.666666667,playful
108,2,Peanut & Butter,27,Domestic Medium Hair,Domestic Medium Hair,1,Gray,White,#N/A,2,2,1,1,1,1,2,0,Selangor,464b7d209d75dd9933599f7580704cbc,0,885b7eb9b,5,0,8,playful
109,2,Tippy,11,Domestic Short Hair,NA,1,Brown,Cream,White,2,1,1,1,1,1,1,0,Kuala Lumpur,45913f9a39b989a7c554be66403f0d45,0,63ddd39f4,6,4,6.666666667,mean
110,1,Phoebe,7,Mixed Breed,NA,2,Black,Brown,#N/A,1,1,3,1,1,1,1,0,Kuala Lumpur,6069a6cfd14c456ee9a1b1f1d8fe5524,0,6593bd2a2,7,2,7.666666667,happy
111,1,D13(070216),12,Mixed Breed,NA,2,Black,White,#N/A,1,1,1,1,1,1,1,80,Selangor,d372aa7115ee3c2e5e4796462dec984b,0,f1cc9dd25,4,3,6,content
112,1,Oreo,12,Great Dane,NA,2,Black,#N/A,#N/A,4,1,1,1,1,1,1,500,Selangor,b3b9d092e0cced7bb066e65e6793f527,0,385028a00,3,1,6,happy
113,2,Jiji,5,Tabby,NA,1,Yellow,Cream,#N/A,2,1,1,1,2,1,1,0,Selangor,ded15370a7256a54f5e2c10303e16099,0,0e49c7f19,4,1,10,content
114,2,Tangerine & Purrine,3,Domestic Short Hair,NA,2,Golden,#N/A,#N/A,1,1,2,2,2,1,2,0,Selangor,1565d406c559212ca01bba319c615c1f,0,c5f20f40f,10,2,6.5,playful
115,1,NinjaÃ_Â¿ÂŒ_ÂŒÂ_Ã_Â«ÂŒÂ¬ÂŒÂÅÃ__ÂŒ_ÂŒ_Ã_Â¿ÂŒ_ÂŒÂ_,16,Mixed Breed,NA,2,Black,Brown,White,2,1,1,1,1,1,1,0,Kuala Lumpur,1dcae1d6d72c3fa738f5569bf30b27e9,0,7f7e9db52,7,4,7,playful
116,1,Fluffy,12,Shih Tzu,Shih Tzu,1,Black,Brown,White,1,3,1,1,1,1,1,300,Kuala Lumpur,f416c9d11e15ea886ab1e605ffd7c843,0,61dc8345a,5,4,8,happy
117,1,Lucy,36,Mixed Breed,NA,2,Golden,#N/A,#N/A,2,1,1,1,1,1,1,0,Selangor,aa66486163b6cbc25ea62a34b11c9b91,0,bde802b84,4,4,3.5,happy
118,1,Bunny,36,Spitz,Border Collie,2,Black,Brown,White,3,2,1,1,1,1,1,0,Selangor,aa66486163b6cbc25ea62a34b11c9b91,0,29aa0b74b,14,4,8.5,playful
119,1,Billy,18,Spitz,Mixed Breed,1,White,#N/A,#N/A,2,2,1,1,1,1,1,0,Kuala Lumpur,c00756f2bdd8fa88fc9f07a8309f7d5d,0,b421d0d48,7,2,6.333333333,happy
120,2,Bubu & Betty,12,Domestic Short Hair,NA,3,Black,Brown,Gray,2,1,1,1,1,1,2,0,Negeri Sembilan,c19fc47db363e9ac131d0ecbf25b9839,3,db03ddc32,16,4,6,mean
121,1,Baby Wow Wow,1,Mixed Breed,NA,2,Brown,White,#N/A,2,1,2,2,2,1,2,0,Kuala Lumpur,159a662a5b2cee5f5f25ccdfb1f17a9e,0,5bc5b43ae,7,4,5,sad
122,1,Ella,4,Mixed Breed,Mixed Breed,2,Black,Yellow,#N/A,2,2,1,1,1,1,1,0,Kuala Lumpur,431c46583b6be0e93b23d046a839e84b,0,245434d5d,1,4,6.5,"sad,timid"
123,2,Fluff Puff Girl,18,Persian,Domestic Long Hair,2,Black,Yellow,White,2,3,1,1,1,1,1,30,Selangor,6f40a7acfad5cc0bb3e44591ea446c05,0,a43071ff0,5,3,2,mean
124,1,,1,Mixed Breed,NA,2,Black,Brown,#N/A,2,2,2,2,2,1,2,0,Selangor,4895ac7c5f0148d43f3cf517c7b480b8,0,b1e590596,2,2,8,scared
125,1,Zone A2 P19,6,Mixed Breed,NA,1,Brown,Cream,White,1,1,1,1,2,1,1,0,Selangor,37237ca3633d20c004ec76c0c2ddb4b7,0,66f6cd1cb,3,4,6,scared
126,1,Misty,2,Mixed Breed,NA,2,Brown,#N/A,#N/A,2,2,1,1,2,1,1,0,Selangor,95481e953f8aed9ec3d16fc4509537e8,0,a5bed2b62,2,1,6,content
127,1,Odis,6,Mixed Breed,NA,1,Cream,#N/A,#N/A,2,1,1,1,2,1,1,0,Pulau Pinang,ff3d6ff55b822d15b2afe584e9e894a9,0,04e829d49,1,4,8,"happy,timid"
128,1,4 Healthy Playful Puppies Available,2,Mixed Breed,Labrador Retriever,3,Brown,Golden,White,2,1,1,1,2,1,4,0,Selangor,365995a93f20d06330ee1647322175fa,0,467aed7e3,5,2,8,playful
129,1,Lui Lui,12,German Shepherd Dog,Mixed Breed,2,Black,Brown,Golden,1,2,1,1,1,1,1,0,Selangor,4895ac7c5f0148d43f3cf517c7b480b8,0,bedd7f1e7,5,4,8,sad
130,1,Beckham  & Spice,24,Mixed Breed,Mixed Breed,3,Brown,White,#N/A,2,1,3,3,3,1,2,0,Pulau Pinang,cccb18b8f8b81862f9a1ebc65d651d22,0,e61aceb9e,3,3,10,playful
